ocm_id,title,city,state,lat,lon,status,status_title,num_points,date_last_update,usage_cost,connections,power_kw_max,network
5894,Pitt School Rd,Dixon,California,38.6200893998762,-121.730575561523,,,1.0,2011-06-23T00:00:00Z,,,16.8,
115695,Airbnb - Davis - Tesla Destination,Davis,CA,38.571039,-121.845885,,,,2019-04-06T05:04:00Z,,,3.0,
89493,City of Woodland - Community Center,Woodland,CA,38.6528,-121.76,,,,2025-06-24T07:26:00Z,,,3.7,
141236,City of Woodland - Water Pollution Control Facility,Woodland,CA,38.655028,-121.715162,,,,2025-06-24T07:26:00Z,,,3.7,
342190,RR #70 DIXON DC STATION 2,Dixon,CA,38.46695,-121.822754,,,,2025-06-24T07:25:00Z,,,50.0,
308752,"Rotten Robbie - Dixon, CA",Dixon,CA,38.46668100291021,-121.8229027630831,,,2.0,2025-03-04T03:29:00Z,,,62.0,
141242,County Fair Fashion Mall,Woodland,CA,38.66234,-121.763541,,,6.0,2023-11-19T19:05:00Z,,,200.0,
343012,County Fair Fashion Mall,Woodland,CA,38.66234,-121.763541,,,,2025-06-24T07:26:00Z,,,50.0,
56528,Woodland Joint Unified School District - Plainfield Elementary,Woodland,CA,38.642231,-121.822455,,,,2024-02-20T10:05:00Z,,,3.7,
56529,Woodland Joint Unified School District - Zamora Elementary,Woodland,CA,38.658128,-121.794707,,,,2024-02-20T10:05:00Z,,,3.7,
308571,Tesla Supercharger - West Sacramento,West Sacramento,CA,38.57259,-121.579743,,,16.0,2025-02-04T21:34:00Z,,,250.0,
223855,7-ELEVEN 33646 W SAC DC1,West Sacramento,CA,38.572973,-121.579381,,,,2024-08-14T12:58:00Z,,,62.0,
9231,2021 Bronze Star Drive,Woodland,CA,38.67068,-121.7269,,,,2024-10-12T10:44:00Z,,,6.0,
343041,Woodland Gateway - Red Robin,Woodland,CA,38.670844,-121.72689,,,,2025-06-24T07:26:00Z,,,3.7,
56531,Woodland Joint Unified School District - Tafoya Elementary,Woodland,CA,38.671075,-121.739798,,,,2024-02-20T10:05:00Z,,,3.7,
170228,"Woodland, Ca Supercharger",Woodland,CA,38.671345,-121.723886,,,8.0,2024-11-12T12:08:00Z,$0.26/kWh; other tariffs for older cars,,250.0,
343044,Target - Tesla Supercharger,Woodland,CA,38.671345,-121.723886,,,,2025-06-24T07:26:00Z,,,50.0,
3573,Woodland Gateway Shopping Center,Woodland,CA,38.671590712401155,-121.72390221603247,,,4.0,2024-10-12T10:43:00Z,"first hour free, $3 each additional hour",,6.6,
294159,Dixon Plaza - Tesla Supercharger,Dixon,CA,38.457887,-121.839914,,,,2025-06-24T07:25:00Z,,,50.0,
342165,DX DX-1305 STARTFO,Dixon,CA,38.457353,-121.84013,,,,2025-06-24T07:25:00Z,,,3.7,
306035,Dixon Plaza,Dixon,CA,38.45721151882887,-121.84024190350357,,,1.0,2024-12-08T01:54:00Z,"$3.00 per hour, first hour free",,6.6,
224003,HOSPITAL WMH STATION 2,Woodland,CA,38.665304,-121.791309,,,,2024-12-03T11:27:00Z,,,3.7,
267615,Woodland Motors,Woodland,CA,38.674232516974996,-121.7199675103842,,,1.0,2024-11-12T12:08:00Z,Free,,50.0,
